Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,Bioactivity,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL3099540,,0,372.41,0,0.73,7h,O=C1Nc2ccc(S(=O)(=O)N3CCN(c4ccccn4)CC3)cc2C1=O,IC50,'=',51330,nM,Inactive,4.29,,,UO_0000065,11.52,0.23,3.56,4.3,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,372.406,0.7273,1,6
CHEMBL3099541,,0,308.36,0,1.24,7k,CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3)CC1,IC50,'=',1180,nM,Active,5.93,,,UO_0000065,19.22,0.39,4.69,7.1,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,308.359,1.242,1,4
CHEMBL3099542,,0,308.36,0,1.38,7l,CC1CCCCN1S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2,IC50,'=',2250,nM,Active,5.65,,,UO_0000065,18.32,0.37,4.27,6.76,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,308.359,1.3845,1,4
CHEMBL3099543,,0,322.39,0,1.49,7m,CC1CC(C)CN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3)C1,IC50,'=',4300,nM,Active,5.37,,,UO_0000065,16.65,0.33,3.88,6.42,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,322.386,1.488,1,4
CHEMBL3099544,,0,323.37,0,-0.22,8a1,CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3C)CC1,IC50,'=',11830,nM,Inactive,4.93,,,UO_0000065,15.24,0.31,5.15,6.32,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,323.374,-0.2182,0,5
CHEMBL3099545,,0,399.47,0,1.35,8a2,CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccccc2)CC1,IC50,'=',67200,nM,Inactive,4.17,,,UO_0000065,10.45,0.2,2.82,5.35,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,399.472,1.3522,0,5
CHEMBL3099546,,0,449.53,0,2.51,8a3,CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccc3ccccc3c2)CC1,IC50,'=',82910,nM,Inactive,4.08,,,UO_0000065,9.08,0.17,1.57,5.23,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,449.532,2.5054,0,5
CHEMBL3099547,,0,413.5,0,1.39,8f1,CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCN(CCc4ccccc4)CC3)ccc21,IC50,'=',13860,nM,Inactive,4.86,,,UO_0000065,11.75,0.23,3.47,6.23,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,413.499,1.3947,0,5
CHEMBL324842,ROSMARINIC ACID,0,360.32,0,1.76,rosmarinic-acid,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,IC50,'=',3860,nM,Active,5.41,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,360.318,1.7613,5,7
CHEMBL329522,EXIFONE,4,278.22,1,1.15,exifone,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,IC50,'=',4380,nM,Active,5.36,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,278.216,1.1512,6,7
CHEMBL3348861,AMPELOPSIN,2,320.25,1,0.89,Dihydromyricetin,O=C1c2c(O)cc(O)cc2O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O,IC50,'=',180,nM,Active,6.75,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,320.253,0.8919,6,8
CHEMBL3392049,PYRITHIONE ZINC,4,317.71,0,1.45,PYRITHIONE ZINC,[O-]n1ccccc1=S.[O-]n1ccccc1=S.[Zn+2],IC50,'=',2460,nM,Active,5.61,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,317.71,3.12448,0,6
CHEMBL348660,,0,280.28,0,1.51,5d,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccccc1,IC50,'=',12500,nM,Inactive,4.9,,,UO_0000065,17.49,0.32,3.39,6.09,FALSE,CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148529,1,Scientific Literature,J. Med. Chem.,2006,None,,280.283,1.515,1,3
CHEMBL354349,EUFLAVINE,0,259.74,0,1.98,ACRIFLAVINIUM HYDROCHLORIDE,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.[Cl-],IC50,'=',4980,nM,Active,5.3,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,259.74,-1.0141,2,2
CHEMBL3545085,XL-228,1,437.55,0,3.3,XL228,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,IC50,'=',1490,nM,Active,5.83,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,437.552,3.296,3,9
CHEMBL3545157,TIDEGLUSIB,2,334.4,0,3.26,Tideglusib,O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1,IC50,'=',150,nM,Active,6.82,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,334.4,3.2622,0,5
CHEMBL358279,,0,330.34,0,2.67,5f,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc2ccccc2c1,IC50,'=',370,nM,Active,6.43,,,UO_0000065,19.47,0.35,3.76,7.99,FALSE,CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148529,1,Scientific Literature,J. Med. Chem.,2006,None,,330.343,2.6682,1,3
CHEMBL363535,TANSHINONE I,0,276.29,0,4.1,5,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,IC50,'=',11500,nM,Inactive,4.94,,,UO_0000065,17.88,0.32,0.84,10.45,FALSE,CHEMBL2150313,Inhibition of SARS-CoV PLpro expressed in Escherichia coli BL21 (DE3) using Arg-Leu-Arg-Gly-Gly-AMC as substrate by fluorescence assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL2146458,1,Scientific Literature,Bioorg. Med. Chem.,2012,None,,276.291,4.09564,0,3
CHEMBL365134,,0,372.24,0,4.39,4k,O=C1C(=O)N(Cc2cc3ccccc3s2)c2c(Br)cccc21,IC50,'=',980,nM,Active,6.01,,,UO_0000065,16.14,0.37,1.62,16.07,FALSE,CHEMBL828143,In vitro inhibitory concentration SARS coronavirus main protease (SARS CoV 3C-like protease) ,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1139624,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,,372.243,4.3933,0,3
CHEMBL365469,,0,327.79,0,4.28,4p,O=C1C(=O)N(Cc2cc3ccccc3s2)c2cccc(Cl)c21,IC50,'=',11200,nM,Inactive,4.95,,,UO_0000065,15.1,0.31,0.67,13.24,FALSE,CHEMBL829584,In vitro inhibitory concentration against SARS coronavirus main protease (SARS CoV 3C-like protease),B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1139624,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,,327.792,4.2842,0,3
CHEMBL3665060,,0,380.47,0,3.47,MKC-3946,CN1CCN(C(=O)c2ccc(-c3ccc4c(C=O)c(O)ccc4c3)s2)CC1,IC50,'=',1330,nM,Active,5.88,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,380.469,3.474,1,5
CHEMBL370923,,0,480.33,0,3.71,4z,O=C1C(=O)N(Cc2ccc(C(=O)N3CCCCC3)s2)c2ccc(I)cc21,IC50,'=',17500,nM,Inactive,4.76,,,UO_0000065,9.9,0.25,1.05,8.25,FALSE,CHEMBL829584,In vitro inhibitory concentration against SARS coronavirus main protease (SARS CoV 3C-like protease),B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1139624,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,,480.327,3.7083,0,4
CHEMBL3747259,,0,718.62,3,3.33,Salvianolic_acid B,O=C(/C=C/c1ccc(O)c2c1[C@@H](C(=O)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)[C@H](c1ccc(O)c(O)c1)O2)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,IC50,'=',3420,nM,Active,5.47,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,718.62,3.3345,9,14
CHEMBL375130,,0,334.43,0,4.04,22,Cc1nn(C)c(NCc2ccc(-c3cccs3)s2)c1[N+](=O)[O-],IC50,'=',20000,nM,Inactive,4.7,,,UO_0000065,14.05,0.29,0.66,6.44,FALSE,CHEMBL854506,Inhibition of SARS coronavirus main protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1145342,1,Scientific Literature,J. Med. Chem.,2006,None,,334.426,4.03882,1,7
CHEMBL376488,BEDAQUILINE,4,555.52,2,7.13,Bedaquiline,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,IC50,'=',4360,nM,Active,5.36,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,555.516,7.1305,1,4
CHEMBL377150,,0,509.97,2,6.01,2,Cn1nc(-c2ccc(-c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3)s2)cc1C(F)(F)F,IC50,'=',10000,nM,Inactive,5,,,UO_0000065,9.8,0.21,-1.01,6.88,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,509.966,6.0086,1,7
CHEMBL377225,,0,430.41,0,4.47,20,N#Cc1c(O)nc(SCC(=O)Nc2cccc(C(F)(F)F)c2)nc1-c1ccccc1,IC50,'=',200000,nM,Inactive,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,430.411,4.47048,2,6
CHEMBL377253,,0,304.32,0,2.42,12,CC(=O)c1ccccc1S(=O)(=O)c1ccccc1C(=O)O,IC50,'=',16000,nM,Inactive,4.8,,,UO_0000065,15.76,0.31,2.38,5.42,FALSE,CHEMBL854506,Inhibition of SARS coronavirus main protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1145342,1,Scientific Literature,J. Med. Chem.,2006,None,,304.323,2.4202,1,4
CHEMBL377324,GINKGETIN,0,566.52,2,5.74,11,COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(-c4c(O)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3)oc2c1,IC50,'=',32000,nM,Inactive,4.5,,,UO_0000065,7.93,0.15,-1.25,2.81,FALSE,CHEMBL1286522,Inhibition of SARS coronavirus 3C-like protease after 60 mins by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1275337,1,Scientific Literature,Bioorg. Med. Chem.,2010,None,,566.518,5.74,4,10
CHEMBL378188,BILOBETIN,0,552.49,2,5.44,10,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,IC50,'=',72300,nM,Inactive,4.14,,,UO_0000065,7.49,0.14,-1.3,2.42,FALSE,CHEMBL1286522,Inhibition of SARS coronavirus 3C-like protease after 60 mins by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1275337,1,Scientific Literature,Bioorg. Med. Chem.,2010,None,,552.491,5.437,5,10
CHEMBL378342,,0,588.64,2,4.01,14,CCOC(=O)C(=CNc1ccc(S(=O)(=O)c2ccc(/N=C/C(C(=O)OCC)=C(\O)OCC)cc2)cc1)C(=O)OCC,IC50,'=',32000,nM,Inactive,4.5,,,UO_0000065,7.64,0.15,0.48,2.69,FALSE,CHEMBL854506,Inhibition of SARS coronavirus main protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1145342,1,Scientific Literature,J. Med. Chem.,2006,None,,588.635,4.0129,2,12
CHEMBL378674,,0,519.14,2,7.05,4,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccccc2Cl)n1,IC50,'=',12000,nM,Inactive,4.92,,,UO_0000065,9.48,0.21,-2.13,7.26,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,519.142,7.05154,1,8
CHEMBL378677,,0,424.57,1,5.13,25,CC(C)(C)c1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)cc1,IC50,'=',350000,nM,Inactive,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,424.57,5.12988,2,6
CHEMBL378700,,0,379.49,0,3.28,18,CSc1[nH]nc(NC(=O)c2cccs2)c1S(=O)(=O)c1ccccc1,IC50,'=',15000,nM,Inactive,4.82,,,UO_0000065,12.71,0.27,1.54,5.25,FALSE,CHEMBL854506,Inhibition of SARS coronavirus main protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1145342,1,Scientific Literature,J. Med. Chem.,2006,None,,379.488,3.2782,2,6
CHEMBL379642,,0,363.32,0,3.75,15,O=C(Sc1nnc(C(F)(F)F)[nH]1)c1ccc(C#Cc2ccccc2)o1,IC50,'=',3000,nM,Active,5.52,,,UO_0000065,15.2,0.3,1.77,7.69,FALSE,CHEMBL854506,Inhibition of SARS coronavirus main protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1145342,1,Scientific Literature,J. Med. Chem.,2006,None,,363.32,3.7488,1,5
CHEMBL379727,,0,246.27,0,1.11,5c,CCCCN1C(=O)C(=O)c2cc(C(N)=O)ccc21,IC50,'=',19000,nM,Inactive,4.72,,,UO_0000065,19.17,0.36,3.61,5.87,FALSE,CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148529,1,Scientific Literature,J. Med. Chem.,2006,None,,246.266,1.1149,1,3
CHEMBL3797437,,0,381.35,0,3.56,PD120911,Oc1cc2c(cc1C(c1ccc(C(F)(F)F)cc1)N1CCOCC1)OCO2,IC50,'=',540,nM,Active,6.27,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,381.35,3.5613,1,5
CHEMBL380403,,0,365.72,0,4.1,6,O=[N+]([O-])c1cc(C(F)(F)F)ccc1S(=O)(=O)c1ccc(Cl)cc1,IC50,'=',12000,nM,Inactive,4.92,,,UO_0000065,13.46,0.29,0.82,6.37,FALSE,CHEMBL854506,Inhibition of SARS coronavirus main protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1145342,1,Scientific Literature,J. Med. Chem.,2006,None,,365.716,4.0998,0,4
CHEMBL380470,,0,397.46,0,3.6,12,COc1ccc(NC(=O)CSc2nc(O)cc(-c3ccccc3)n2)cc1OC,IC50,'=',45000,nM,Inactive,4.35,,,UO_0000065,10.94,0.21,0.75,4.65,FALSE,CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148632,1,Scientific Literature,J. Med. Chem.,2006,None,,397.456,3.5972,2,7
CHEMBL3808427,,0,525,2,7.43,3i,CC(C)(C)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4cc(Cl)ccc4C(=O)O)o3)C2=O)cc1,IC50,'=',5800,nM,Intermediate,5.24,,,UO_0000065,9.97,0.19,-2.19,6.3,FALSE,CHEMBL3811446,Inhibition of SARS coronavirus recombinant 3CL-PRO expressed in Escherichia coli JM109 cells using Dabcyl-KTSAVLQSGFRKME-Edans as fluorogenic substrate by fluorometric assay,B,BAO_0000219,cell-based format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3808339,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,,525.004,7.4302,1,4
CHEMBL3808658,,0,486.89,1,6.27,3g,O=C(O)c1ccc(Cl)cc1-c1ccc(/C=C2\C(=O)N(c3ccc(F)cc3)N=C2c2ccccc2)o1,IC50,'=',20200,nM,Inactive,4.7,,,UO_0000065,9.64,0.18,-1.58,5.65,FALSE,CHEMBL3811446,Inhibition of SARS coronavirus recombinant 3CL-PRO expressed in Escherichia coli JM109 cells using Dabcyl-KTSAVLQSGFRKME-Edans as fluorogenic substrate by fluorometric assay,B,BAO_0000219,cell-based format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3808339,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,,486.886,6.2718,1,4
CHEMBL3808795,,0,512.91,2,5.83,3d,O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4cc(Cl)ccc4C(=O)O)o3)C2=O)c1,IC50,'=',44700,nM,Inactive,4.35,,,UO_0000065,8.48,0.16,-1.48,3.61,FALSE,CHEMBL3811446,Inhibition of SARS coronavirus recombinant 3CL-PRO expressed in Escherichia coli JM109 cells using Dabcyl-KTSAVLQSGFRKME-Edans as fluorogenic substrate by fluorometric assay,B,BAO_0000219,cell-based format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3808339,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,,512.905,5.8309,2,5
